Passenger 1 Id,Passenger 2 Id,Number of Flights Together
362,752,4
1853,1864,4
1951,1969,4
1941,1973,4
2140,2160,4
2124,2169,4
2155,2182,4
2206,2271,4
2418,2480,4
2409,2481,4
2415,2457,4
2653,2690,4
2617,2641,4
2710,2775,4
2935,2985,4
3101,3175,4
256,604,4
248,624,4
264,638,4
3420,3472,4
2655,369,4
3615,3629,4
3461,751,4
3451,364,4
3410,760,4
3806,3808,4
3905,3965,4
4071,4072,4
4029,4037,4
4025,4078,4
4038,4089,4
4050,4079,4
2178,3188,4
3188,690,4
281,603,4
3198,603,4
2510,3180,4
2545,3104,4
2600,3123,4
1645,248,4
1087,231,4
2879,414,4
4201,4253,4
218,3475,4
3159,740,4
3479,628,4
4317,4319,4
1269,2531,4
4452,4473,4
4452,4469,4
2441,3654,4
1034,435,4
1432,2789,4
1817,2790,4
1482,3152,4
1813,940,4
165,3634,4
165,3643,4
2390,3653,4
2776,4075,4
4803,4820,4
4883,4884,4
1533,628,4
2062,3585,4
2264,3655,4
1330,2458,4
2924,3635,4
2255,2910,4
3571,988,4
2928,3654,4
3654,912,4
2910,3547,4
2498,3571,4
2427,2910,4
4195,522,4
1396,2725,4
5464,5476,4
5414,5486,4
5431,5446,4
5420,5432,4
5440,5448,4
5402,5495,4
4178,5367,4
2557,3480,4
4641,5053,4
5514,5546,4
2802,4040,4
1888,4020,4
1332,4022,4
5645,5657,4
2435,5156,4
2972,744,4
4208,4678,4
5721,5745,4
5774,5796,4
5709,5744,4
5706,5714,4
5766,5774,4
5705,5780,4
5768,5774,4
1405,4920,4
3126,424,4
5815,848,4
1649,3415,4
2068,3952,4
1528,3587,4
4438,752,4
5904,5953,4
5941,5982,4
5959,5963,4
6023,6045,4
6015,6087,4
6042,6073,4
6022,6046,4
173,4473,4
2964,4737,4
1608,5912,4
1190,5232,4
5436,6006,4
1643,6027,4
3998,4542,4
2544,5420,4
2509,3963,4
2596,4967,4
3920,4255,4
4632,5009,4
3937,5367,4
6968,6985,4
6366,6597,4
7122,7160,4
7318,7369,4
7477,7496,4
2786,5962,4
5738,5978,4
1252,2523,4
2430,3345,4
5771,5953,4
7713,7719,4
7719,7772,4
3668,4248,4
1059,405,4
1669,2519,4
2400,6160,4
8123,8142,4
8102,8165,4
8106,8181,4
5390,5858,4
5487,6043,4
4827,7772,4
7381,7778,4
8510,8576,4
232,5318,4
4862,605,4
6600,8276,4
6120,8240,4
2088,7543,4
2758,3279,4
4919,6974,4
5494,6855,4
5993,6893,4
5724,6833,4
5724,6853,4
5744,6827,4
6017,6884,4
6039,959,4
4969,5769,4
378,8047,4
4203,7761,4
4957,5796,4
3024,6003,4
22,7437,4
2227,5912,4
7832,8209,4
6357,7346,4
7082,7318,4
6097,7770,4
8720,8746,4
2645,4416,4
3759,4805,4
8948,8986,4
8914,8973,4
8917,8991,4
3117,4092,4
3169,7832,4
8200,8624,4
352,4742,4
9058,9072,4
4862,6565,4
3837,4177,4
5372,7835,4
1468,5564,4
8510,8855,4
6396,9028,4
5332,9072,4
6372,9076,4
5787,8007,4
9330,9345,4
9327,9363,4
9333,9383,4
9382,9384,4
5586,6931,4
5361,6093,4
9517,9587,4
4795,4881,4
9642,9676,4
9651,9691,4
9705,9742,4
9703,9791,4
1393,9537,4
9904,9969,4
3754,8260,4
73,9095,4
7754,9581,4
1386,7661,4
420,8994,4
1209,9988,4
2340,4338,4
6020,7872,4
4249,8093,4
1208,6418,4
2939,5584,4
4449,9648,4
388,9693,4
1089,9640,4
7308,8552,4
1223,8078,4
1223,5303,4
3077,9388,4
10417,10492,4
10435,10500,4
10425,10438,4
10434,10437,4
10424,10440,4
5770,8824,4
5249,8591,4
281,7768,4
8158,9101,4
262,8246,4
2123,8120,4
10346,3278,4
5533,8882,4
1325,7600,4
3737,5966,4
7153,9258,4
10716,10766,4
10710,10778,4
10774,10779,4
10764,10798,4
10705,10742,4
10779,10780,4
3858,8747,4
4397,9688,4
11119,11194,4
11124,11191,4
11130,11190,4
11161,11190,4
11138,11189,4
11148,11150,4
11122,11183,4
11102,11160,4
11102,11194,4
11180,11199,4
11156,11178,4
2262,9259,4
11275,4359,4
11275,4591,4
10737,7209,4
5665,7089,4
10676,7914,4
10479,3964,4
1342,9757,4
9160,9537,4
11276,1737,4
10985,9997,4
8411,9751,4
7737,9513,4
3611,9551,4
11089,5046,4
11003,2785,4
2861,7934,4
5368,8333,4
11885,2333,4
11906,11972,4
11963,11990,4
10799,11895,4
3880,8290,4
10833,1097,4
10315,7586,4
2479,6548,4
4823,6522,4
10017,1041,4
10083,7809,4
1138,728,4
1296,4336,4
2489,4580,4
6987,8424,4
6987,8266,4
10037,5530,4
1434,5203,4
241,5358,4
293,8907,4
1769,9258,4
1413,8519,4
5044,680,4
11283,9721,4
10740,11946,4
11400,4917,4
10613,1678,4
1263,3299,4
10767,7837,4
1056,5021,4
11874,3322,4
582,8574,4
4550,664,4
10212,10354,4
10795,7327,4
10216,10795,4
10316,11266,4
10460,1079,4
4502,9629,4
11147,11793,4
11057,7520,4
2146,2811,4
10857,348,4
6570,7446,4
12408,12440,4
7243,9376,4
10572,7243,4
10604,7859,4
10728,1737,4
3845,5997,4
10250,4993,4
6929,8501,4
10484,3299,4
10596,5287,4
7618,9755,4
11674,4791,4
12458,9091,4
11687,4978,4
11680,9906,4
11690,4978,4
5813,9409,4
6116,9735,4
3336,7376,4
2707,6708,4
11535,871,4
11224,12005,4
12544,12557,4
11600,7175,4
8880,9359,4
10097,6909,4
5748,6947,4
12505,8035,4
12233,7163,4
11483,1911,4
10720,5955,4
1085,4478,4
6458,9862,4
10809,7877,4
11330,9820,4
52,6074,4
5433,5751,4
611,6532,4
11544,7724,4
2258,972,4
2488,9309,4
12411,9997,4
11214,7324,4
8871,9742,4
10308,12604,4
4362,9707,4
2613,5760,4
2258,3889,4
13639,13665,4
4496,4940,4
10015,3883,4
13268,9478,4
13671,3608,4
7151,7237,4
8102,9610,4
2565,6104,4
582,6731,4
10219,1883,4
5109,8514,4
8961,9919,4
13297,1356,4
10858,11273,4
3680,6336,4
2007,3953,4
13668,2536,4
14048,14051,4
14003,14072,4
14042,14056,4
1342,9665,4
6181,9031,4
18,4989,4
11778,14056,4
11513,14094,4
14077,1972,4
5012,9252,4
10541,7124,4
11394,5037,4
14022,6981,4
10595,9480,4
12746,2385,4
712,8556,4
10244,5201,4
8178,9992,4
10165,5693,4
12146,4540,4
10205,2092,4
11572,8763,4
7114,8763,4
1694,2814,4
8211,9890,4
14760,14762,4
14731,14754,4
14718,14759,4
15121,15179,4
15114,15160,4
15126,15173,4
15121,6764,4
15112,4711,4
15188,954,4
50,66,4
101,121,4
266,269,4
738,776,4
1112,1117,4
1002,395,4
1038,381,4
1211,1254,4
1356,1377,4
1449,1499,4
2126,2158,4
2248,2269,4
2277,2278,4
117,2079,4
514,573,4
507,592,4
862,881,4
1154,1157,4
1056,305,4
1271,1287,4
1053,706,4
1922,1933,4
1905,1947,4
2130,2137,4
2110,2169,4
2404,2460,4
2932,2935,4
3015,3046,4
3112,3192,4
3154,3195,4
3253,3278,4
226,622,4
276,3123,4
3171,665,4
3413,3479,4
1066,1542,4
1499,2715,4
3405,751,4
3773,3785,4
3874,3876,4
3901,3933,4
3913,3966,4
4072,4084,4
244,3182,4
3167,679,4
2510,274,4
2539,255,4
1693,2563,4
2229,3579,4
2178,3471,4
2106,739,4
3439,628,4
1303,917,4
4304,4356,4
4338,4347,4
2952,925,4
2942,949,4
255,3974,4
3787,848,4
3735,859,4
4407,4452,4
141,2407,4
2325,2441,4
4540,4587,4
4071,4321,4
223,2557,4
1658,2559,4
4635,4639,4
4610,4688,4
2776,2867,4
2486,3609,4
4830,4840,4
211,4441,4
1149,1500,4
2695,3988,4
5010,5100,4
3568,53,4
2279,2951,4
1330,2263,4
3578,920,4
2427,3578,4
1028,2334,4
1328,435,4
3486,831,4
5458,5476,4
5431,5456,4
5420,5468,4
5466,5498,4
5502,5540,4
5511,5518,4
2802,4329,4
4309,5476,4
2074,3343,4
3353,786,4
786,79,4
2712,4109,4
4219,4522,4
5712,5762,4
5738,5742,4
5806,5859,4
2781,4933,4
1693,4459,4
3587,366,4
2454,5143,4
5931,5973,4
5948,5961,4
6041,6099,4
1471,4296,4
1608,5773,4
5478,6084,4
4552,6027,4
4609,5422,4
6723,6748,4
6121,878,4
6801,6849,4
6819,6890,4
1598,4641,4
1108,3940,4
1108,2544,4
3861,4295,4
1476,4295,4
7062,7099,4
7346,7397,4
7447,7490,4
7442,7477,4
5747,911,4
5545,6767,4
1048,2496,4
7741,7759,4
4198,5047,4
4559,500,4
8149,8181,4
8312,8355,4
8312,8394,4
2433,7677,4
187,3312,4
4473,5944,4
2067,782,4
6531,876,4
1436,5073,4
2683,942,4
6294,6326,4
6922,7499,4
6893,959,4
5798,6039,4
1817,6855,4
1619,2759,4
4373,6814,4
4674,950,4
5500,6878,4
2993,4942,4
7558,8047,4
625,7629,4
3898,4468,4
5411,7618,4
8826,8835,4
8802,8862,4
2437,6747,4
2285,6580,4
1752,4178,4
3140,6059,4
7645,8216,4
8128,8686,4
3937,8609,4
5396,6113,4
3670,8084,4
546,629,4
6322,8257,4
5249,5942,4
4213,7192,4
1796,960,4
3749,8604,4
4215,8733,4
5423,5566,4
6745,95,4
1378,9059,4
1493,2651,4
8084,8279,4
3477,6242,4
1244,4700,4
5819,8037,4
249,7068,4
340,8146,4
9330,9340,4
9352,9378,4
9340,9384,4
9468,9486,4
9430,9453,4
7768,813,4
8398,9268,4
3511,8541,4
2811,6507,4
1733,6583,4
5332,5855,4
10019,10060,4
2504,9960,4
2333,4606,4
4895,9987,4
8824,9611,4
1089,9665,4
5359,9686,4
9083,9987,4
3187,8793,4
2597,4576,4
8782,8964,4
1045,9755,4
6827,8642,4
10322,10338,4
10115,3925,4
4319,5482,4
5505,7346,4
10368,3760,4
10418,10483,4
10402,10434,4
10419,10482,4
10425,10481,4
6480,9664,4
2250,5636,4
8189,9687,4
4184,640,4
5447,7243,4
10358,5544,4
4552,7896,4
6805,9441,4
2973,9410,4
10179,7039,4
10632,10698,4
2728,7023,4
8036,9562,4
10107,4850,4
10570,9956,4
10791,10796,4
10741,10786,4
10727,10778,4
10737,10780,4
10720,10799,4
5153,5587,4
10889,10890,4
10612,269,4
6865,9601,4
11128,11138,4
11158,11190,4
11173,11199,4
11115,11165,4
11135,11148,4
11121,11164,4
11102,11103,4
11271,9997,4
11256,1831,4
4359,75,4
10731,2945,4
9410,9709,4
10261,6707,4
2701,4778,4
11577,11583,4
10818,2937,4
8399,8511,4
7801,9751,4
2970,9513,4
1335,9964,4
11722,11738,4
10440,9231,4
11251,7364,4
141,4601,4
7603,9145,4
11803,5991,4
6277,648,4
9370,947,4
1064,4728,4
10083,2532,4
1670,4188,4
1670,7076,4
210,3432,4
4689,5016,4
2174,2503,4
4269,5209,4
4188,6053,4
10037,728,4
10037,1670,4
4543,8363,4
1149,3522,4
5069,5225,4
1300,4137,4
11466,5416,4
1309,557,4
10212,3459,4
10460,1528,4
7910,8653,4
1342,8877,4
3299,620,4
10243,8659,4
4917,9725,4
12127,12150,4
1343,8579,4
11914,2097,4
2068,486,4
3503,6289,4
3249,9833,4
11276,11883,4
3299,8030,4
10203,3361,4
11817,6464,4
5096,8163,4
10234,1056,4
7682,8851,4
10785,11880,4
11695,5487,4
10868,9544,4
613,7327,4
4056,970,4
258,8003,4
11221,7910,4
2665,7509,4
1580,435,4
10196,8922,4
7018,9676,4
12413,12440,4
2391,7641,4
1687,2049,4
10758,1431,4
7667,9752,4
9511,9833,4
10596,3896,4
2012,7393,4
6246,9600,4
11284,360,4
2358,3343,4
2412,4031,4
3993,420,4
5336,7123,4
6143,9623,4
707,871,4
11600,707,4
10112,9063,4
10937,7744,4
11280,5755,4
12273,3436,4
3956,5204,4
12578,8030,4
10463,11858,4
7812,86,4
10012,5219,4
10168,8101,4
11329,5551,4
1812,6286,4
6460,8491,4
12906,12920,4
2767,761,4
407,8944,4
2258,3239,4
12230,375,4
6511,9527,4
12497,6519,4
12497,363,4
289,4089,4
3907,7803,4
3917,4400,4
7956,9101,4
11588,1424,4
11676,13105,4
3575,6027,4
11829,12146,4
13163,204,4
12950,2076,4
13195,3601,4
11756,5796,4
10548,2462,4
3461,6960,4
13960,13997,4
10601,6155,4
10329,10798,4
12508,2437,4
13620,5836,4
12284,9749,4
12080,9152,4
435,8271,4
14020,14053,4
14055,14095,4
1925,338,4
10940,7445,4
10940,11532,4
13432,13830,4
14060,2702,4
12940,6758,4
4771,7059,4
6800,8411,4
12771,8964,4
10067,138,4
13163,9994,4
7657,8589,4
4742,7517,4
6575,8178,4
6258,9300,4
12298,8590,4
8961,9890,4
1850,3962,4
14731,14780,4
14761,14793,4
10784,8359,4
363,366,4
813,839,4
1002,354,4
354,771,4
354,733,4
395,709,4
334,792,4
1808,1867,4
1810,1828,4
1960,1974,4
1916,1960,4
2165,2169,4
2110,2120,4
2271,2288,4
2317,2370,4
2475,2489,4
2409,2475,4
424,465,4
1111,1180,4
1045,366,4
1505,1554,4
2120,2173,4
2128,2132,4
2114,2188,4
2125,2193,4
2231,2238,4
2207,2234,4
2241,2262,4
2418,2419,4
2430,2460,4
165,2082,4
2640,2653,4
2701,2761,4
2933,2937,4
327,492,4
3109,3186,4
3401,3423,4
3439,3493,4
1247,1581,4
2699,314,4
1023,3444,4
3444,751,4
4046,4079,4
289,3122,4
1152,1409,4
2570,443,4
1300,205,4
2545,610,4
2600,299,4
1645,2510,4
314,3978,4
2248,3582,4
3071,459,4
3155,3447,4
3155,759,4
3411,641,4
231,2801,4
1322,928,4
4042,4362,4
4403,4496,4
2498,3698,4
1504,3436,4
1677,3839,4
3149,3813,4
4682,4695,4
4610,4678,4
4633,4643,4
1482,2857,4
1074,2906,4
2411,3615,4
2776,4364,4
2278,4478,4
2065,2685,4
1668,1712,4
5154,5161,4
3654,977,4
2427,2924,4
1524,2901,4
1429,2954,4
5446,5491,4
5408,5438,4
5451,5468,4
5429,5467,4
2992,4331,4
3685,4319,4
4135,4398,4
4248,4522,4
4248,5026,4
5789,5796,4
5733,5793,4
5767,5787,4
1538,631,4
2201,2684,4
2162,833,4
2686,290,4
1545,727,4
338,624,4
132,374,4
2621,3266,4
2586,2700,4
5960,5979,4
5950,5959,4
291,652,4
3847,4400,4
6401,6447,4
1617,3998,4
1554,3016,4
6708,6727,4
2403,5055,4
1444,5356,4
147,5356,4
5055,5455,4
6974,6981,4
2074,2681,4
7421,7485,4
2712,7550,4
6394,7007,4
3453,3967,4
1472,2425,4
7771,7772,4
5989,935,4
3148,4248,4
2260,4217,4
1943,3525,4
8030,8034,4
3043,3681,4
8368,8390,4
7342,8338,4
4314,6723,4
6418,7540,4
2031,816,4
3821,4478,4
3463,721,4
6931,7439,4
2789,4554,4
5798,6847,4
1817,6039,4
6408,6869,4
5724,6897,4
5724,6847,4
5443,5744,4
6064,6884,4
438,6017,4
438,6832,4
477,6077,4
6077,6853,4
3576,5734,4
4316,959,4
5954,6847,4
5954,6855,4
5954,6071,4
184,6853,4
6469,6853,4
2993,6896,4
6049,6858,4
2773,5771,4
4969,997,4
4412,6866,4
4412,6880,4
5771,6844,4
4221,5800,4
3994,6959,4
7477,7581,4
3267,7342,4
1382,8221,4
6765,7560,4
8735,8775,4
2776,4421,4
2326,4035,4
8934,8987,4
1747,2928,4
8454,8692,4
3527,8692,4
1833,4742,4
7069,8273,4
4881,848,4
9040,9049,4
9069,9076,4
9107,9159,4
3519,4613,4
348,6946,4
836,942,4
3453,8121,4
6703,7868,4
6372,9022,4
4983,5989,4
1254,6080,4
6100,6294,4
2911,4854,4
392,6882,4
283,485,4
2123,7508,4
4046,8995,4
6293,8121,4
9656,9683,4
9659,9693,4
9679,9683,4
9707,9727,4
7799,813,4
5007,5571,4
8019,9386,4
7396,8518,4
6053,7193,4
5855,624,4
2269,6622,4
3439,6776,4
5096,9610,4
9766,9999,4
9728,9999,4
1045,9793,4
6827,8112,4
10353,10376,4
10334,10376,4
9166,9865,4
2625,6813,4
10412,10454,4
10430,10434,4
10425,10456,4
10406,10457,4
2441,6694,4
10558,10569,4
10536,10566,4
3867,9898,4
9500,9824,4
10626,10659,4
7551,9058,4
1627,9944,4
8420,9067,4
10516,511,4
5905,7600,4
1325,8546,4
3608,8294,4
7162,8234,4
10702,10712,4
10771,10785,4
10706,10712,4
10709,10799,4
6946,7014,4
10873,10899,4
3176,4611,4
3658,9498,4
11063,11085,4
11069,9097,4
11164,11188,4
11122,11130,4
11121,11196,4
11151,11193,4
11109,11135,4
11153,11163,4
11153,11193,4
11114,11178,4
1080,9240,4
10322,2033,4
1246,4453,4
932,9761,4
11276,9621,4
11272,1831,4
10762,2945,4
10713,2336,4
8268,9481,4
11331,11393,4
11359,11370,4
11417,11435,4
10676,1641,4
10909,7913,4
1342,1475,4
1177,3503,4
1737,1863,4
1863,2701,4
5055,8114,4
1335,9563,4
11713,11724,4
11736,11781,4
5332,8189,4
5723,6507,4
10346,9581,4
5966,839,4
3735,6815,4
141,3551,4
7830,8609,4
1056,5991,4
7590,9653,4
2957,6689,4
11742,9661,4
10168,8371,4
11863,4774,4
1064,4689,4
10017,237,4
1404,6024,4
1138,4269,4
1296,5031,4
1296,2108,4
1762,736,4
6548,863,4
10058,6548,4
10023,5696,4
2503,6024,4
1283,2503,4
4188,7579,4
4217,4318,4
10037,2479,4
11939,5380,4
2744,736,4
4293,8363,4
1490,7919,4
10535,1490,4
1268,4694,4
5787,7877,4
2097,5227,4
8501,8735,4
10112,1631,4
10764,6777,4
3361,382,4
2765,6165,4
7682,9951,4
10785,8406,4
11794,5953,4
11853,9930,4
10830,4287,4
11280,1617,4
6471,8653,4
10328,8653,4
5943,6471,4
6184,7520,4
12203,7601,4
8539,9225,4
3534,6458,4
10344,2182,4
6532,919,4
12411,12439,4
3873,9752,4
1263,3542,4
8818,9548,4
469,5175,4
1021,5374,4
10130,9615,4
11215,2895,4
10227,3343,4
11909,6800,4
12532,12544,4
12514,12563,4
10862,10975,4
1464,6084,4
12166,5361,4
10954,12532,4
12552,1532,4
1911,611,4
7324,8642,4
12739,12764,4
1265,6372,4
11594,12355,4
3491,7453,4
12083,420,4
362,6347,4
11749,11939,4
4760,9030,4
10877,3290,4
12173,651,4
2548,8733,4
11652,13195,4
11519,8579,4
13314,13400,4
10403,2504,4
13518,13564,4
10760,5054,4
3265,8998,4
2574,8252,4
6554,8196,4
10554,6251,4
11323,5201,4
11360,7062,4
13178,8882,4
6303,7387,4
13105,9046,4
10024,12542,4
1710,9707,4
10909,13647,4
1071,9465,4
6258,7866,4
6434,8106,4
13124,6074,4
13235,5910,4
412,5721,4
13940,13959,4
4785,6150,4
10653,8995,4
10340,11871,4
11527,4070,4
12540,7508,4
12553,4972,4
13614,2243,4
12284,5769,4
13557,9369,4
10023,13378,4
7625,9805,4
13251,7350,4
1451,2251,4
13215,9777,4
3380,9932,4
281,5643,4
14012,14057,4
338,9901,4
1651,2685,4
1779,9362,4
3367,4326,4
13525,13830,4
4562,9355,4
13911,9494,4
6382,8988,4
10458,13803,4
12473,1641,4
2994,7099,4
42,4957,4
10205,4957,4
1688,2922,4
2684,49,4
2388,704,4
12144,3451,4
12862,14071,4
14661,14669,4
14702,14725,4
15042,15049,4
15135,15179,4
15114,15180,4
15176,15179,4
15186,8211,4
937,970,4
324,701,4
1077,399,4
1566,1590,4
2130,2182,4
2109,2169,4
2110,2126,4
2004,72,4
232,276,4
303,390,4
1012,1024,4
1056,330,4
1234,1254,4
1097,732,4
1956,1974,4
1943,1997,4
2067,2088,4
2111,2145,4
2109,2120,4
2168,2189,4
2134,2154,4
2145,2188,4
2107,2145,4
2136,2163,4
2206,2251,4
2241,2291,4
2418,2472,4
2534,2551,4
2543,2569,4
2522,2554,4
3162,3192,4
3116,3152,4
3178,627,4
212,3180,4
1066,2655,4
1228,2681,4
1587,2667,4
2667,314,4
3553,3556,4
3556,3582,4
3177,618,4
3477,701,4
1053,3475,4
3837,3880,4
3968,3971,4
4051,4090,4
4060,4080,4
4035,4080,4
4057,4079,4
4022,4072,4
2175,286,4
1566,317,4
314,3904,4
1236,3932,4
1288,2894,4
4223,4251,4
1298,3162,4
230,2897,4
4320,4333,4
2138,240,4
1310,901,4
1598,2567,4
4401,4417,4
1005,4506,4
4626,4628,4
1439,1844,4
2867,3152,4
3046,905,4
2743,940,4
1947,4073,4
2476,3699,4
2793,4675,4
4811,4813,4
4902,5000,4
2278,4415,4
5170,5182,4
2429,3535,4
5315,5371,4
5339,5378,4
2236,2405,4
1358,2924,4
2901,3635,4
1733,4165,4
3837,5393,4
5103,851,4
3716,774,4
3115,352,4
5408,5436,4
5431,5484,4
5409,5436,4
5503,5568,4
5525,5544,4
5626,5664,4
5664,5668,4
2754,4106,4
4040,780,4
1430,4678,4
4297,5048,4
4522,5026,4
4248,5333,4
5707,5717,4
5720,5755,4
5815,5850,4
2229,3470,4
1911,5080,4
2781,4977,4
3548,4677,4
5811,801,4
2686,3957,4
2651,311,4
2909,4438,4
5939,5981,4
5942,5977,4
5941,5994,4
5959,5961,4
5916,5936,4
3260,5842,4
3148,4076,4
6025,6040,4
6013,6022,4
6007,6013,4
6007,6009,4
2440,954,4
2560,5422,4
3404,5455,4
3572,4554,4
1548,4632,4
1548,4292,4
4285,5422,4
1592,4593,4
1538,4903,4
2596,2848,4
7001,7048,4
7406,7463,4
1272,5738,4
2101,2712,4
7608,7613,4
3931,7650,4
7793,7800,4
7859,7900,4
7859,7869,4
1994,5076,4
53,5370,4
8117,8181,4
8140,8174,4
2790,6087,4
8374,8399,4
683,7149,4
1514,5393,4
1265,5375,4
3191,5375,4
4157,8297,4
2035,7180,4
6294,7029,4
6408,6884,4
6001,6884,4
438,6848,4
2717,5993,4
6075,6880,4
3120,6844,4
3120,6836,4
184,6824,4
6469,6864,4
4990,6896,4
2773,6809,4
5734,6872,4
4969,6814,4
1538,5183,4
5923,6801,4
4182,7442,4
6904,7414,4
3169,7606,4
1677,5442,4
4421,4550,4
8834,8867,4
8969,8987,4
8920,8970,4
1769,4613,4
4213,6572,4
2928,4126,4
3295,4389,4
8078,8200,4
1701,1938,4
9007,9100,4
5421,8374,4
2458,286,4
2926,6786,4
5081,6588,4
9237,9298,4
2247,4121,4
170,7417,4
4764,9009,4
9388,9393,4
9586,9587,4
4611,5757,4
2443,8228,4
3432,760,4
2797,9575,4
1030,6365,4
3418,6020,4
4502,9969,4
3626,9619,4
3468,6882,4
5869,9969,4
3703,9950,4
10004,846,4
4034,9626,4
1266,8099,4
1342,3921,4
6886,8044,4
2937,8598,4
5566,615,4
10327,3418,4
10356,6813,4
10440,10445,4
10406,10472,4
5612,7023,4
6584,8036,4
6295,9457,4
10376,7243,4
1769,6827,4
6782,8960,4
8014,9766,4
2937,8225,4
2937,7162,4
10766,10767,4
2250,674,4
11106,11135,4
11106,11190,4
11115,11158,4
11115,11178,4
11122,11178,4
11143,11189,4
11187,11200,4
11120,11127,4
11153,11176,4
11224,11265,4
1831,2701,4
11271,3616,4
10751,5503,4
11360,11388,4
1342,3243,4
3503,4444,4
3626,8941,4
2495,6468,4
10975,1927,4
10420,3959,4
6166,7209,4
11368,9259,4
1020,10658,4
4732,9287,4
7830,9300,4
8030,9280,4
1112,8479,4
11947,11962,4
10806,3367,4
10017,1670,4
1404,7677,4
10016,1404,4
1762,4318,4
1041,2479,4
888,9659,4
3432,8912,4
4056,6310,4
11930,4235,4
11478,11930,4
10612,11906,4
335,4713,4
47,9421,4
11067,8653,4
11067,6014,4
2816,7831,4
3867,8684,4
1024,8114,4
10613,1562,4
1056,7837,4
7825,8574,4
11948,5277,4
10173,1351,4
10159,204,4
10326,4712,4
1041,11652,4
9403,9557,4
7273,9019,4
2076,3955,4
3755,694,4
12341,12371,4
2196,3468,4
3934,5711,4
119,7633,4
11207,4768,4
1687,2681,4
10954,12352,4
1352,4735,4
6731,7526,4
10661,9942,4
3178,3820,4
6622,9281,4
11633,9992,4
11267,12057,4
11267,7319,4
11046,12052,4
12002,4227,4
12573,12588,4
12516,12539,4
4444,7951,4
12220,8836,4
11823,9721,4
2191,3524,4
10315,1327,4
10741,11483,4
1085,139,4
3513,4594,4
10130,11285,4
1563,4816,4
2759,6271,4
1812,8371,4
10395,10515,4
12938,12940,4
5303,5998,4
12859,9779,4
11294,4827,4
12982,9800,4
10043,7800,4
13160,13173,4
10684,5416,4
13407,13480,4
13506,13535,4
13525,13586,4
11527,613,4
3513,7720,4
13603,13621,4
6554,9077,4
12097,1424,4
12371,6220,4
13746,13777,4
10181,13195,4
11742,8566,4
3601,7612,4
13217,5910,4
6222,6407,4
11701,3619,4
13952,13956,4
13846,9364,4
11593,9466,4
11683,12574,4
10496,7825,4
12582,7853,4
1064,2549,4
2549,8348,4
5046,926,4
1099,13203,4
13657,6809,4
14048,14087,4
14064,14068,4
5560,7851,4
4204,9649,4
10795,12600,4
7620,9441,4
4771,8474,4
14094,4421,4
11571,2844,4
3319,9974,4
10205,13561,4
13564,2106,4
6041,8592,4
10205,132,4
8243,8961,4
11070,3962,4
11070,9890,4
10631,1740,4
10908,3759,4
8358,9480,4
14646,14684,4
14636,14659,4
14703,14757,4
14752,14776,4
12794,7148,4
10652,15160,4
11416,15186,4
1460,8359,4
248,283,4
937,960,4
328,768,4
360,701,4
1558,1562,4
1823,1893,4
1941,1989,4
2120,2126,4
208,223,4
857,873,4
846,882,4
960,962,4
918,979,4
1414,1456,4
2111,2185,4
2114,2160,4
2247,2272,4
2235,2288,4
2332,2345,4
2447,2460,4
2402,2414,4
2944,2984,4
2901,2965,4
3152,3171,4
3260,3267,4
294,3178,4
275,3192,4
211,657,4
3438,3471,4
3439,3463,4
1594,2668,4
1014,1569,4
3414,364,4
3806,3815,4
3955,3957,4
3910,3947,4
3959,3967,4
4029,4053,4
218,3188,4
1445,522,4
1181,521,4
1865,2728,4
1830,2742,4
1808,2767,4
1645,490,4
4234,4267,4
2123,3439,4
2600,3162,4
1297,274,4
1677,398,4
4441,4486,4
4475,4488,4
141,3624,4
2303,2496,4
4635,4662,4
4605,4662,4
1696,2758,4
2786,3015,4
1432,1666,4
2802,945,4
1322,1444,4
1394,204,4
4734,4764,4
5148,5172,4
2281,2404,4
5325,5351,4
2236,923,4
2222,2901,4
135,2998,4
5436,5483,4
5479,5494,4
5435,5496,4
5401,5494,4
5426,5498,4
5459,5490,4
5526,5596,4
5626,5699,4
5626,5667,4
4017,5410,4
5467,915,4
4059,5467,4
2435,774,4
1167,4344,4
1722,5076,4
5048,5333,4
1430,5048,4
5734,5782,4
4849,5343,4
3930,4690,4
1928,2160,4
1649,2635,4
338,649,4
5933,5974,4
5946,5991,4
1943,5127,4
4314,5127,4
3226,5865,4
6050,6051,4
6090,6099,4
6036,6052,4
5773,5912,4
1158,202,4
2100,614,4
4981,592,4
3937,4945,4
2504,4591,4
1692,3920,4
3998,4523,4
1586,3937,4
4609,4914,4
3492,4656,4
6503,6531,4
6717,6749,4
1548,4551,4
1819,5356,4
1108,4542,4
1108,3991,4
5053,6092,4
6931,6981,4
7463,7484,4
7437,7496,4
2975,5923,4
1012,2523,4
3642,4814,4
2271,4288,4
7766,7772,4
1219,4841,4
7850,7896,4
8110,8140,4
1930,3260,4
2018,4056,4
3932,683,4
7508,7801,4
3191,3896,4
2569,677,4
3127,739,4
1898,7682,4
6585,7550,4
2035,6572,4
6974,7495,4
2724,899,4
5769,6870,4
5769,6075,4
5798,6830,4
1619,6896,4
6827,997,4
6001,6885,4
6814,997,4
2717,5720,4
5500,6858,4
5966,6096,4
3120,6896,4
5954,6001,4
5481,6885,4
6049,6847,4
5734,6049,4
4969,6829,4
5771,6896,4
